,index,0,1,2,3,4,Answer,Words
0,0.0,Nitrogen atom of amino group is ………. hybridised.,(a) sp,(b) sp2,(c) sp3,(d) sp3d,(c) sp3,brroh
1,1.0,C3H8N cannot represent,(a) 1° ammine,(b) 2° ammine,(c) 3° ammine,(d) quartemary ammonium salt,(b) IV,among
2,2.0,Identify the correct IUPAC name,(a) (CH3CH2)2NCH3 = N-Ethyl-N-methylethanamine,(b) (CH3)3CNH2 = 2-methylpropan-2-amine,(c) CH3NHCH (CH3)2 = N-Methylpropan-2-amine,"(d) (CH3)2CHNH2 = 2, 2-Dimethyl-N-propanamine",(a) (CH3CH2)2NCH3 = N-Ethyl-N-methylethanamine,used
3,3.0,The most convenient method to prepare primary (i Amine) amine containing one carbon atom less is,(a) Gabriel phthalmidie synthesis,(b) Reductive amination of aldehydes,(c) Hofmann bromamide reaction,(d) Reduction of isonitriles,(c) Hofmann bromamide reaction,heated
4,4.0,"When excess of ethyl iodide is treated with ammonia, the product is",(a) ethylamine,(b) diethylamine,(c) triethylamine,(d) tetrathylammonium iodide,(b),cyclohexyiamine
5,5.0,Amides may be converted into amines by a reaction named after,(a) Hofmann Bromide,(b) Claisen,(c) Perkin,(d) Kekule,(a) Hofmann Bromide,carbylamine
6,6.0,Reduction of CH3CH2NC with hydrogen in presence of Ni or Pt as catalvst gives,(a) CH3CH2NH2,(b) CH3CH2NHCH3,(c) CH3CH2NHCH2CH3,(d) (CH3)3N,(b) CH3CH2NHCH3,amino
7,7.0,Secondary amines can be prepared by,(a) reduction of nitro compounds,(b) oxidation of N-substituted amides,(c) reduction of isonitriles,(d) reduction of nitriles,(c) reduction of isonitriles,obtained
8,8.0,Which of the following amides will give ethylamine on reaction with sodium hypobromide?,(a) Butanamide,(b) Propanamide,(c) Acetamide,(d)Benzamide,(b) Propanamide,reagent
9,9.0,Benzoic acid is treated with SOCl2 and the product (X) formed is reacted with ammonia to give (Y). (Y) on reaction with Br2 and KOH gives (Z). (Z) in the reaction is,(a) aniline,(b) chlorobenzene,(c) benzamide,(d) benzoyl chloride,(a) aniline,chmh
10,10.0,Amine that cannot be prepared by Gabricl-Phthalmidie synthesis is,(a) aniline,(b) benzyl amine,(c) methyl amine,(d) iso-butylamine,(c) LiAlH4 ether,nitrite
11,11.0,Tertiary amines have lowest boiling points amongst isomeric amines because,(a) they have highest molecular mass,(b) they do not form hydrogen bonds,(c) they are more polar in nature,(d) they are most basic in nature,(a) Aniline,mass
12,12.0,Which of the following amines will give carbylatnine reaction?,(a) (C2H5)3N,(b) (C2H5)2NH,(c) C2H5NH2,(d) C3H7NHC2H35,(c) C2H5NH2,become
13,13.0,Primary and secondary amines are distinguished by,(a) Br2/ROH,(b) HClO,(c) HNO2,(d) NH3,(a) CH3CH2CH2NHCOCH3,method
14,14.0,Which of the following from isocyanide on reaction with CHCl and KOH?,(a) C6H5NHCH3,(b) CH3C6H4NH2,(c) C6H5NHC4H9.,(d) C6H5N (C2H5)2,(c) C6H5NH2 <NH3 < CH3NH2<(CH3)2NH,group
15,15.0,Which of the following is used as Hinsberg’s reagent?,(a) C6H5SO2Cl,(b) C6H5SO3H,(c) C6H5NHCH3,(d) C6H5COCH3,(a) C6H5SO2Cl,hypobromide
16,16.0,Electrophilic substitution of aniline with bromine water at room temperature gives,(a) 2-bromoaniline,(b) 3-bromoaniline,"(c) 2, 4, 6-tribromoaniline","(d) 3, 5, 6-tribromoaniline","(c) 2, 4, 6-tribromoaniline",salt
17,17.0,"Among the compounds C3H7NH2, CH3NH2, C2H5NH2, and C6H5NH2. Which is the least basic compound?",(a) CH3NH2,(b) C2H5NH2,(c) C3H7NH2,(d) C6H5NH2,(d) C6H5NH2,
18,18.0,Anilinium hydrogensulphate on heating with sulphuric acid at 453-473 K produces,(a) sulphanilic acia,(b) benzenesulphonic acid,(c) aniline,(d) anthranilic acid,(a) sulphanilic acia,molecular
19,19.0,Which of the following can exist as zwitter ion?,(a) p-Aminoacetophenone,(b) Sulphanilic acid,(c) p-Nitroaminobenzene,(d) p-Methoxyphenol,(c),claisen
20,20.0,Reduction of aromatic nitro-compounds using Sn and HCl gives,(a) aromatic primary amines,(b) aromatic secondary amines,(c) aromatic tertiary amines,(d) aromatic amides,(a) aromatic primary amines,diethyloxalate
21,21.0,"Which amine amongst the following will answer positively the carbylamine test (i.e., heating with CHCl3 and KOH)?",(a) C6H5 – NH – CH3,,(c) C6H5 – NH – C4H9,(d) C6H5 -N(C2H5)3,(b),ammonia
22,22.0,"When aniline is heated with cone. H2SO4 at 455-475 K, it forms",(a) aniline hydrogensulphate,(b) sulphanilic acid,(c) amino benzene sulphonic acid,(d) benzenesulphonic acid,(d),nsubstituted
23,23.0,Which of the following compounds cannot be identified by carbylamine test?,(a) CH3CH2NH2,(b) (CH3)2CHNH2,(c) C6H5NH2,(d) C6H5NHC6H5,(d) C6H5NHC6H5,chchnh
24,24.0,What is obtained when benzoyl chloride reacts with aniline in the presence of sodium hydroxide?,(a) Benzoic acid,(b) Benzanilide,(c) Acetanilide,(d) Azobenzene,(b) Benzanilide,least
25,25.0,Which of the following compounds reacts with NaNO2 and HCl at 0-4°C to give alcohol/phenol?,(a) C6H5NH2,(b) C2H5NH2,(c) CH3NHCH3,(d) C6H5NHCH3,(b) C2H5NH2,bromoaniline
26,26.0,Which of the following has highest pKb value?,(a) (CH3)3CNH2,(b) NH3,(c) (CH3)2MH,(d) CH3NH3,(b) NH3,nano
27,27.0,Acetylation of a secondary amine in alkaline medium yields,"(a) N, N-dialkyl acetamide","(b) N, N-dialkyl amine","(c) N, N-dialkyl amide",(d) acetyl dialkyl amine,"(a) N, N-dialkyl acetamide",hydrogensulphate
28,28.0,Which of the following is amphoteric in nature?,(a) CH3NH2,(b) CH3NHCH3,(c) CH3CONH2,,(c) CH3CONH2,treated
29,29.0,"The amines are basic in nature, hence they form salts with hydrochloric acid. Which of the following will be insoluble in dil. HCl?",(a) C6H5NH3,(b) (C6H5)3N,(c) C2H5NH2,(d) CH3NHCH3,(b) (C6H5)3N,water
30,30.0,"Primary, secondary and tertiary amines may be separated by using",(a) iodoform,(b) diethyloxalate,(c) benzene sulphonyl chloride,(d) acetyl chloride,(c) benzene sulphonyl chloride,hno
31,31.0,An organic compound (X) was treated with sodium nitrite and HCl in ice cold conditions. Bubbles of nitrogen gas were seen coming out. The compound (X) may be,(a) a secondary aliphatic amine.,(b) a primary aromatic amine,(c) a primary aliphatic amine,(d) a tertiary amine,(b),chloride
32,32.0,Cyclohexyiamine is stronger base than aniline become,(a) in aniline electron pair is involved in conjugation,(b) in cyclohexyiamine electron pair is involve conjugation,"(c) in aniline-NH, group is protonated",(d) in cyclohexyiamine nitrogen has a negative charge,(b) I and IV,value
33,33.0,The strongest base among the following is,(a) C6H5NH3,(b) p-NH2C6H4NH,(c) m-NO2C6H4NH2,(d) C6H5CH2NH2,(d) C6H5CH2NH2,nmethylpropanamine
34,,,,,,,,dil
35,,,,,,,,triethylamine
36,,,,,,,,yield
37,,,,,,,,exist
38,,,,,,,,formed
39,,,,,,,,alkaline
40,,,,,,,,amide
41,,,,,,,,compound
42,,,,,,,,prepared
43,,,,,,,,diethylamine
44,,,,,,,,amination
45,,,,,,,,room
46,,,,,,,,charge
47,,,,,,,,acid
48,,,,,,,,insoluble
49,,,,,,,,alcoholphenol
50,,,,,,,,convenient
51,,,,,,,,carbon
52,,,,,,,,chcoch
54,,,,,,,,bond
55,,,,,,,,hence
56,,,,,,,,reduction
57,,,,,,,,named
58,,,,,,,,chcl
59,,,,,,,,chsoh
60,,,,,,,,conjugation
61,,,,,,,,hinsbergs
62,,,,,,,,nitro
63,,,,,,,,amongst
64,,,,,,,,iodoform
65,,,,,,,,acetamide
66,,,,,,,,base
67,,,,,,,,propanamide
68,,,,,,,,dialkyl
69,,,,,,,,excess
70,,,,,,,,seen
71,,,,,,,,benzamide
72,,,,,,,,amine
73,,,,,,,,hydrochloric
74,,,,,,,,gabriel
75,,,,,,,,test
76,,,,,,,,primary
77,,,,,,,,negative
78,,,,,,,,iupac
79,,,,,,,,isonitriles
80,,,,,,,,reaction
81,,,,,,,,polar
82,,,,,,,,stronger
83,,,,,,,,correct
84,,,,,,,,gabriclphthalmidie
85,,,,,,,,answer
86,,,,,,,,aldehyde
87,,,,,,,,represent
88,,,,,,,,chsocl
89,,,,,,,,socl
90,,,,,,,,hso
91,,,,,,,,benzenesulphonic
92,,,,,,,,sulphonic
93,,,,,,,,kekule
94,,,,,,,,presence
95,,,,,,,,nch
96,,,,,,,,reacted
97,,,,,,,,benzene
98,,,,,,,,tetrathylammonium
100,,,,,,,,hybridised
101,,,,,,,,converted
102,,,,,,,,chconh
103,,,,,,,,ethyl
104,,,,,,,,temperature
105,,,,,,,,nitrogen
106,,,,,,,,aliphatic
107,,,,,,,,coming
108,,,,,,,,acetyl
109,,,,,,,,amphoteric
110,,,,,,,,phthalmidie
111,,,,,,,,tribromoaniline
112,,,,,,,,pnitroaminobenzene
113,,,,,,,,mnochnh
114,,,,,,,,iodide
115,,,,,,,,sulphuric
116,,,,,,,,benzoic
117,,,,,,,,bromamide
118,,,,,,,,product
119,,,,,,,,produce
120,,,,,,,,hydroxide
121,,,,,,,,pnhchnh
122,,,,,,,,nature
123,,,,,,,,organic
124,,,,,,,,secondary
125,,,,,,,,chnhch
126,,,,,,,,nan
127,,,,,,,,oxidation
128,,,,,,,,medium
129,,,,,,,,methylpropanamine
130,,,,,,,,isocyanide
131,,,,,,,,pmethoxyphenol
132,,,,,,,,chchchnhcoch
133,,,,,,,,koh
134,,,,,,,,cold
135,,,,,,,,anilinenh
137,,,,,,,,separated
138,,,,,,,,electron
139,,,,,,,,atom
140,,,,,,,,acia
141,,,,,,,,tertiary
142,,,,,,,,anthranilic
143,,,,,,,,identified
144,,,,,,,,involve
145,,,,,,,,cannot
147,,,,,,,,ammine
148,,,,,,,,give
149,,,,,,,,using
150,,,,,,,,cone
151,,,,,,,,sulphonyl
152,,,,,,,,chlorobenzene
153,,,,,,,,ethylamine
154,,,,,,,,sodium
156,,,,,,,,prepare
157,,,,,,,,hclo
158,,,,,,,,chchnhch
159,,,,,,,,hcl
160,,,,,,,,pkb
161,,,,,,,,butanamide
162,,,,,,,,ammonium
163,,,,,,,,heating
164,,,,,,,,reductive
165,,,,,,,,lialh
166,,,,,,,,bubbles
167,,,,,,,,nitrocompounds
168,,,,,,,,pair
169,,,,,,,,strongest
170,,,,,,,,spd
171,,,,,,,,hofmann
172,,,,,,,,one
173,,,,,,,,benzoyl
174,,,,,,,,may
175,,,,,,,,perkin
176,,,,,,,,paminoacetophenone
178,,,,,,,,quartemary
179,,,,,,,,isomeric
180,,,,,,,,ice
181,,,,,,,,involved
182,,,,,,,,isobutylamine
183,,,,,,,,lowest
184,,,,,,,,ndialkyl
185,,,,,,,,aromatic
186,,,,,,,,bromine
187,,,,,,,,positively
188,,,,,,,,chchnhchch
189,,,,,,,,sulphanilic
190,,,,,,,,carbylatnine
191,,,,,,,,benzanilide
192,,,,,,,,ether
193,,,,,,,,nitrile
194,,,,,,,,hydrogen
196,,,,,,,,chnhchnh
197,,,,,,,,chcnh
198,,,,,,,,zwitter
199,,,,,,,,name
200,,,,,,,,nethylnmethylethanamine
201,,,,,,,,dimethylnpropanamine
202,,,,,,,,boiling
203,,,,,,,,form
204,,,,,,,,methyl
205,,,,,,,,catalvst
206,,,,,,,,basic
207,,,,,,,,highest
208,,,,,,,,reacts
209,,,,,,,,gas
212,,,,,,,,azobenzene
213,,,,,,,,substitution
214,,,,,,,,condition
215,,,,,,,,chchnch
216,,,,,,,,benzyl
217,,,,,,,,chnh
219,,,,,,,,bromide
221,,,,,,,,chchnc
222,,,,,,,,ion
223,,,,,,,,aniline
224,,,,,,,,chn
225,,,,,,,,point
226,,,,,,,,acetanilide
228,,,,,,,,distinguished
229,,,,,,,,protonated
230,,,,,,,,following
231,,,,,,,,containing
232,,,,,,,,synthesis
